Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,Critic_Score,User_Score
FlatOut: Ultimate Carnage,PC,2008,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,79.0,7.7
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.02,59.0,6.6
Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,
Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.86,,
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38,,
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.64,0.0,0.25,2.67,,
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55.0,
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19000000000000003,76.0,9.0
FIFA Street,PS3,2012,Sports,Electronic Arts,0.11,0.92,0.0,0.25,1.28,,
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,,
Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0.0,0.0,0.01,0.12,,
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,,
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0.0,0.0,0.5,0.0,0.5,,
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,7.1
Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.08,76.0,7.6
Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0.0,0.0,0.19,,
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0.0,0.04,0.48,53.0,5.3
The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07,,
The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.02,0.0,0.0,0.04,,
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15000000000000002,,
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.13,0.04,0.0,0.01,0.18000000000000002,54.0,8.9
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.44999999999999996,79.0,6.7
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.5900000000000001,42.0,7.6
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,0.33,0.28,0.02,0.12,0.7500000000000001,,
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.5,,
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32,,
Virtua Tennis 3,PC,2007,Sports,Sega,0.0,0.01,0.0,0.0,0.01,,7.4
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0.0,0.05,0.51,,
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2,,
Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,,
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,8.5
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.3799999999999994,,
Kana: Imouto,PSP,2010,Adventure,CyberFront,0.0,0.0,0.01,0.0,0.01,,
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0.0,0.13,1.9499999999999997,,7.4
Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.2,,8.3
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,
SCORE International Baja 1000: The Official Game,PS2,2008,Racing,Activision,0.0,0.0,0.0,0.0,0.0,,
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0.0,0.01,0.10999999999999999,,
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,8.9
Kinect Sports,X360,2010,Sports,Microsoft Game Studios,3.92,1.78,0.03,0.51,6.24,,
Men in Black II: Alien Escape,GC,2003,Shooter,Infogrames,0.01,0.0,0.0,0.0,0.01,,
Summon Night: Swordcraft Story,GBA,2003,Role-Playing,Banpresto,0.02,0.01,0.0,0.0,0.03,77.0,8.1
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.72,2.63,0.04,0.82,10.209999999999999,,
Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07999999999999999,,
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.09,0.07,0.0,0.02,0.18,79.0,8.5
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05,,
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.21,,
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.75,,
Cabela's Outdoor Adventures,GC,2005,Sports,Activision,0.03,0.01,0.0,0.0,0.04,,8.8
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.13,76.0,7.3
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0.0,0.04,0.27,,
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.5899999999999999,,
Buck Bumble,N64,1998,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,,
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02,,
Digimon Rumble Arena 2,PS2,2004,Fighting,Atari,0.05,0.04,0.0,0.01,0.09999999999999999,63.0,7.3
Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0.0,0.02,0.27,,
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,Microsoft Game Studios,0.38,0.16,0.0,0.05,0.5900000000000001,,
Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77,,
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0.0,0.0,0.06,0.0,0.06,,
World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0.0,0.02,0.36000000000000004,54.0,6.3
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.12,0.0,0.0,0.01,0.13,,
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.47,,
PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.01,,
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.8600000000000001,81.0,7.0
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0.0,0.0,0.47,0.0,0.47,,
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.69,,
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.2,67.0,7.3
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.89,,
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.24,75.0,7.8
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,
Eiken DS,DS,2007,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,,
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0.0,0.0,0.0,0.05,26.0,2.8
Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0.0,0.0,0.0,0.01,49.0,2.1
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0.0,0.01,0.12000000000000001,64.0,7.6
DiRT 2,Wii,2009,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38,,
Over the Hedge: Hammy Goes Nuts!,PSP,2006,Platform,Activision,0.05,0.0,0.0,0.0,0.05,58.0,
We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.8999999999999999,,
Dragon Ball: Origins,DS,2008,Action,Atari,0.09,0.03,0.0,0.01,0.13,,
Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.01,,
Sonic and the Black Knight,Wii,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.1600000000000001,,
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,
Nobunaga no Yabou: Reppuuden,PS,1999,Strategy,Tecmo Koei,0.0,0.0,0.19,0.01,0.2,,
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0.0,0.0,0.03,0.39,,
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36,,
Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,,
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,8.1
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,2011,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,
Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77,46.0,5.9
Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,83.0,
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.30000000000000004,88.0,8.4
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0.0,0.11,1.1300000000000001,85.0,6.8
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,,8.2
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0.0,0.25,2.0300000000000002,,
Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02,,
Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,,
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,,
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89,,
The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,6.3
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01,0.32,,
Grand Theft Auto: Chinatown Wars,DS,2009,Action,Take-Two Interactive,0.59,0.57,0.05,0.14,1.35,,
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.060000000000000005,,
Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,,
Streets of Rage 3,GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,,
Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01,,
Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,4.8
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.85,,
GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06999999999999999,80.0,5.7
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25,,
Summon Night 3,PS2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24,,
WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.2200000000000002,,
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.23,0.09,0.01,0.03,0.36,,
Hitman 2: Silent Assassin,XB,2002,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.1900000000000002,84.0,8.0
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,,
USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.11,0.0,0.0,0.01,0.12,,
Scared Rider Xechs,PS2,2010,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.02,,
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29000000000000004,79.0,8.1
Battle Fantasia,X360,2008,Fighting,505 Games,0.07,0.0,0.01,0.01,0.09,71.0,6.6
Paddington: Adventures in London,3DS,2015,Puzzle,Koch Media,0.0,0.04,0.0,0.0,0.04,,
Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,71.0,
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,7.7
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.31,,
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.66,71.0,7.9
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.54,0.04,0.5800000000000001,,
Final Fantasy I & II,NES,1994,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,,
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0.0,0.01,0.0,0.05,44.0,8.1
Rocksmith 2014,PC,2013,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.6599999999999999,,
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,,
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18000000000000002,,
Black Stone: Magic & Steel,XB,2003,Role-Playing,THQ,0.03,0.01,0.0,0.0,0.04,,
Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,,
Assassin's Creed II,PS3,2009,Action,Ubisoft,2.54,1.95,0.21,0.87,5.57,,
Mega Man II,GB,1991,Platform,Nintendo,0.0,0.0,0.28,0.0,0.28,,
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,,
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0.0,0.08,0.63,,
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0.06,0.0,0.0,0.23,68.0,7.1
Banjo-Kazooie,X360,2008,Platform,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,77.0,8.2
Cosmetic Paradise: Make no Kiseki,DS,2008,Misc,Global A Entertainment,0.0,0.0,0.01,0.0,0.01,,
Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.11,49.0,
NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.11,,
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0.0,0.01,0.22,,
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15000000000000002,75.0,8.0
Dream Salon,DS,2009,Misc,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,,
Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,,
Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,,
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.060000000000000005,32.0,5.8
Angelique Trois,PS2,2000,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,
Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09999999999999999,,
Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94,,
SD Gundam Force: Showdown!,PS2,2004,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,,
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02,,
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0.0,0.0,0.13,,7.8
Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24,,8.0
NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09000000000000001,77.0,
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58.0,8.0
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.98,82.0,7.6
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,,
Adventure,2600,1978,Adventure,Atari,1.21,0.08,0.0,0.01,1.3,,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03,,
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.07,72.0,7.7
Asteroids,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,
Air Traffic Chaos,DS,2007,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.8900000000000001,,
MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0.0,0.0,0.13,74.0,
Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,,
Super Fire ProWrestling,SNES,1991,Fighting,Human Entertainment,0.0,0.0,0.39,0.0,0.39,,
Roogoo Attack!,DS,2009,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07,68.0,
Postman Pat: Special Delivery Service,DS,2009,Misc,GSP,0.0,0.01,0.0,0.0,0.01,,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0.0,0.01,0.9199999999999999,,
Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63.0,8.3
Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,0.97,0.01,0.0,0.08,1.06,,
Shining Wind,PS2,2007,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13,,
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.22999999999999998,,
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,,
Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,59.0,5.9
Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0.0,0.04,0.45,,
Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.24,66.0,
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,,
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.02,,
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05,,
Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,,
Hurry Up Hedgehog!,DS,2009,Racing,O-Games,0.02,0.0,0.0,0.0,0.02,,
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0.0,0.0,0.21,0.0,0.21,,
Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,,
Monster! Bass Fishing,GBA,2003,Sports,Ignition Entertainment,0.04,0.01,0.0,0.0,0.05,,
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45000000000000007,,
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,,
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24000000000000002,,
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17,,
Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.11,71.0,7.4
NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53,,7.9
Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.42,0.0,0.0,0.03,0.44999999999999996,,
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0.0,0.01,0.18000000000000002,,
Kingdom Hearts II,PS3,2014,Role-Playing,Square Enix,0.52,0.43,0.18,0.19,1.3199999999999998,,
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,6.6
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,0.69,0.47,0.0,0.08,1.24,,
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0.0,0.02,0.15,,
Chameleon,PSP,2006,Puzzle,505 Games,0.07,0.0,0.0,0.01,0.08,,
Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0.0,0.0,0.08,29.0,3.2
ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.16999999999999998,70.0,
Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,,7.8
Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0.0,0.0,0.01,0.13,42.0,
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07,2.44,,
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,,
Model * Oshare Audition: Dream Girl,3DS,2013,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,,
Shining Force Feather,DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,,
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.5900000000000001,68.0,5.7
Fight Night Champion,X360,2011,Fighting,Electronic Arts,0.4,0.33,0.0,0.07,0.8,,
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64,,
Hot Wheels: Track Attack,DS,2010,Racing,THQ,0.18,0.08,0.0,0.02,0.28,,
Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,
Road Rash 3D,PS,1998,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25,,
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0.0,0.09,0.01,0.10999999999999999,,
D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,,
Disney Golf,PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.16999999999999998,72.0,8.3
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04,,
Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21000000000000002,47.0,4.2
Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0.0,0.0,0.0,0.04,55.0,
Mahjong Master,N64,1996,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09,,
NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25,85.0,8.2
The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80.0,7.9
Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.13999999999999999,,
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,6.6
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,79.0,8.2
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37999999999999995,,
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,,
NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,,
Growlanser,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,,
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.29,1.18,0.54,0.41,2.42,,
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.11,0.04,0.0,0.01,0.16,,
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,2005,Misc,THQ,0.37,0.01,0.0,0.06,0.44,,
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.6399999999999997,82.0,7.9
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.9400000000000001,79.0,8.4
NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.51,,
Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,,
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,0.09,0.07,0.42,0.03,0.61,,
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0.0,0.0,1.06,0.07,1.1300000000000001,,
